product id,product name,category,warehouse,location,quantity,price,supplier,status,last restocked
1761, gadget x ,CLOTHING,Warehouse 3,Aisle 3,50,28.310726172465966,Supplier D,Out of Stock,15/01/2023
1521, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,100,29.99,Supplier B,Low Stock,05/03/2023
1757, widget b ,TOYS,Warehouse 1,Aisle 5,300,29.99,Supplier D,Low Stock,15/01/2023
1836, gadget z ,CLOTHING,Warehouse 3,Aisle 3,150,28.310726172465966,Supplier A,In Stock,25/04/2023
1099, widget b ,CLOTHING,Warehouse 1,Aisle 4,150,9.99,Supplier C,In Stock,25/04/2023
1801, gadget x ,TOYS,Warehouse 1,Aisle 2,100,9.99,Supplier D,Low Stock,25/04/2023
1179, gadget z ,TOYS,Warehouse 2,Aisle 3,100,19.99,Supplier B,Low Stock,20/12/2022
1222, widget c ,CLOTHING,Warehouse 2,Aisle 3,150,49.99,Supplier D,Out of Stock,25/04/2023
1905, widget a ,TOYS,Warehouse 2,Aisle 5,300,49.99,Supplier D,Out of Stock,25/04/2023
1761, widget c ,FURNITURE,Warehouse 2,Aisle 4,50,49.99,Supplier D,Out of Stock,20/12/2022
1441, gadget x ,FURNITURE,Warehouse 3,Aisle 5,100,49.99,Supplier A,Low Stock,15/01/2023
1768, widget b ,TOYS,Warehouse 1,Aisle 4,two hundred,19.99,Supplier C,Out of Stock,15/01/2023
1324, gadget y ,TOYS,Warehouse 1,Aisle 2,300,28.310726172465966,Supplier B,Low Stock,05/03/2023
1515, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,300,19.99,Supplier B,In Stock,15/01/2023
1335, gadget x ,TOYS,Warehouse 3,Aisle 5,100,28.310726172465966,Supplier A,Low Stock,15/01/2023
1758, widget a ,TOYS,Warehouse 1,Aisle 5,150,28.310726172465966,Supplier B,Low Stock,15/01/2023
1987, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,300,49.99,Supplier D,In Stock,05/03/2023
1159, gadget z ,TOYS,Warehouse 1,Aisle 3,150,29.99,Supplier C,Out of Stock,15/01/2023
1474, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,300,49.99,Supplier D,Low Stock,15/01/2023
1851, gadget y ,CLOTHING,Warehouse 2,Aisle 2,50,49.99,Supplier D,Low Stock,15/01/2023
1689, gadget x ,TOYS,Warehouse 2,Aisle 1,150,19.99,Supplier C,Out of Stock,05/03/2023
1674, gadget x ,CLOTHING,Warehouse 1,Aisle 3,300,29.99,Supplier B,Out of Stock,25/04/2023
1379, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,two hundred,29.99,Supplier B,In Stock,20/12/2022
1544, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,300,28.310726172465966,Supplier D,Out of Stock,15/01/2023
1928, gadget x ,FURNITURE,Warehouse 1,Aisle 4,150,49.99,Supplier B,In Stock,05/03/2023
1956, widget c ,TOYS,Warehouse 1,Aisle 2,300,28.310726172465966,Supplier A,In Stock,25/04/2023
1690, widget a ,FURNITURE,Warehouse 3,Aisle 5,300,49.99,Supplier D,Out of Stock,05/03/2023
1612, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,300,28.310726172465966,Supplier D,Out of Stock,25/04/2023
1267, gadget y ,CLOTHING,Warehouse 3,Aisle 3,300,9.99,Supplier A,In Stock,05/03/2023
1576, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,49.99,Supplier B,Out of Stock,05/03/2023
1416, widget a ,CLOTHING,Warehouse 2,Aisle 1,50,49.99,Supplier D,Out of Stock,05/03/2023
1167, widget b ,FURNITURE,Warehouse 3,Aisle 5,50,9.99,Supplier B,Out of Stock,25/04/2023
1042, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,100,9.99,Supplier D,In Stock,15/01/2023
1555, widget a ,TOYS,Warehouse 2,Aisle 5,50,9.99,Supplier B,Low Stock,20/12/2022
1284, widget a ,CLOTHING,Warehouse 1,Aisle 5,150,49.99,Supplier A,Out of Stock,25/04/2023
1011, widget a ,CLOTHING,Warehouse 3,Aisle 1,300,9.99,Supplier D,Low Stock,05/03/2023
1301, gadget y ,FURNITURE,Warehouse 3,Aisle 1,100,28.310726172465966,Supplier D,In Stock,20/12/2022
1897, widget c ,CLOTHING,Warehouse 3,Aisle 4,100,9.99,Supplier B,Out of Stock,20/12/2022
1252, widget b ,FURNITURE,Warehouse 3,Aisle 5,300,9.99,Supplier B,Out of Stock,15/01/2023
1498, widget a ,FURNITURE,Warehouse 1,Aisle 1,150,19.99,Supplier A,In Stock,15/01/2023
1753, widget c ,FURNITURE,Warehouse 1,Aisle 2,two hundred,29.99,Supplier C,In Stock,20/12/2022
1726, widget b ,ELECTRONICS,Warehouse 2,Aisle 5,300,9.99,Supplier A,Out of Stock,25/04/2023
1089, gadget x ,FURNITURE,Warehouse 3,Aisle 3,150,19.99,Supplier A,Low Stock,15/01/2023
1775, gadget x ,ELECTRONICS,Warehouse 3,Aisle 3,150,9.99,Supplier B,Out of Stock,05/03/2023
1604, widget c ,FURNITURE,Warehouse 2,Aisle 4,two hundred,29.99,Supplier D,In Stock,15/01/2023
1921, gadget z ,TOYS,Warehouse 1,Aisle 4,two hundred,9.99,Supplier D,Out of Stock,20/12/2022
1969, gadget z ,TOYS,Warehouse 1,Aisle 4,100,28.310726172465966,Supplier B,Low Stock,25/04/2023
1114, widget c ,FURNITURE,Warehouse 3,Aisle 1,150,9.99,Supplier C,In Stock,05/03/2023
1616, gadget y ,TOYS,Warehouse 3,Aisle 5,100,19.99,Supplier B,Low Stock,05/03/2023
1825, widget c ,TOYS,Warehouse 3,Aisle 2,100,29.99,Supplier D,In Stock,05/03/2023
1500, widget a ,TOYS,Warehouse 2,Aisle 5,100,19.99,Supplier D,Low Stock,20/12/2022
1625, gadget y ,CLOTHING,Warehouse 3,Aisle 1,150,28.310726172465966,Supplier B,Low Stock,05/03/2023
1492, widget a ,ELECTRONICS,Warehouse 3,Aisle 3,100,29.99,Supplier D,In Stock,25/04/2023
1074, widget b ,FURNITURE,Warehouse 1,Aisle 3,two hundred,9.99,Supplier D,Out of Stock,15/01/2023
1375, widget a ,FURNITURE,Warehouse 1,Aisle 3,50,28.310726172465966,Supplier D,Low Stock,15/01/2023
1419, gadget x ,CLOTHING,Warehouse 1,Aisle 4,150,28.310726172465966,Supplier C,Out of Stock,25/04/2023
1728, gadget z ,CLOTHING,Warehouse 1,Aisle 5,300,9.99,Supplier B,Out of Stock,25/04/2023
1276, widget c ,CLOTHING,Warehouse 2,Aisle 5,50,29.99,Supplier D,Out of Stock,25/04/2023
1760, gadget y ,CLOTHING,Warehouse 2,Aisle 1,two hundred,29.99,Supplier A,Out of Stock,25/04/2023
1675, widget a ,FURNITURE,Warehouse 1,Aisle 3,50,9.99,Supplier B,Low Stock,20/12/2022
1868, gadget z ,FURNITURE,Warehouse 1,Aisle 2,150,9.99,Supplier A,Out of Stock,25/04/2023
1456, gadget z ,ELECTRONICS,Warehouse 3,Aisle 3,100,19.99,Supplier D,In Stock,25/04/2023
1738, widget a ,ELECTRONICS,Warehouse 2,Aisle 1,150,49.99,Supplier B,In Stock,15/01/2023
1977, widget a ,ELECTRONICS,Warehouse 3,Aisle 1,100,29.99,Supplier B,Low Stock,25/04/2023
1998, gadget y ,TOYS,Warehouse 3,Aisle 4,300,19.99,Supplier B,Out of Stock,25/04/2023
1095, widget b ,FURNITURE,Warehouse 3,Aisle 4,150,19.99,Supplier A,Low Stock,20/12/2022
1663, widget b ,FURNITURE,Warehouse 3,Aisle 1,two hundred,19.99,Supplier C,In Stock,15/01/2023
1662, widget a ,ELECTRONICS,Warehouse 3,Aisle 3,150,19.99,Supplier D,Out of Stock,05/03/2023
1735, gadget y ,CLOTHING,Warehouse 2,Aisle 5,300,19.99,Supplier D,Low Stock,15/01/2023
1036, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,29.99,Supplier D,Out of Stock,15/01/2023
1779, widget b ,FURNITURE,Warehouse 2,Aisle 1,150,49.99,Supplier C,In Stock,20/12/2022
1368, gadget z ,ELECTRONICS,Warehouse 1,Aisle 1,50,19.99,Supplier B,In Stock,05/03/2023
1524, widget a ,FURNITURE,Warehouse 3,Aisle 4,300,28.310726172465966,Supplier C,Low Stock,05/03/2023
1278, widget c ,CLOTHING,Warehouse 3,Aisle 1,150,28.310726172465966,Supplier A,Out of Stock,20/12/2022
1216, widget b ,FURNITURE,Warehouse 2,Aisle 1,100,28.310726172465966,Supplier C,Out of Stock,25/04/2023
1866, widget c ,ELECTRONICS,Warehouse 3,Aisle 2,50,49.99,Supplier A,Out of Stock,15/01/2023
1797, widget b ,FURNITURE,Warehouse 3,Aisle 1,100,49.99,Supplier C,Out of Stock,25/04/2023
1880, gadget x ,CLOTHING,Warehouse 1,Aisle 5,two hundred,9.99,Supplier A,Out of Stock,05/03/2023
1728, widget b ,TOYS,Warehouse 3,Aisle 3,300,28.310726172465966,Supplier C,Low Stock,25/04/2023
1341, widget a ,ELECTRONICS,Warehouse 2,Aisle 1,100,19.99,Supplier B,In Stock,15/01/2023
1396, gadget z ,CLOTHING,Warehouse 1,Aisle 5,100,29.99,Supplier A,In Stock,05/03/2023
1018, gadget x ,CLOTHING,Warehouse 2,Aisle 5,100,29.99,Supplier A,Out of Stock,05/03/2023
1176, gadget x ,TOYS,Warehouse 3,Aisle 4,300,29.99,Supplier A,Low Stock,05/03/2023
1611, gadget y ,CLOTHING,Warehouse 3,Aisle 4,100,28.310726172465966,Supplier A,Out of Stock,05/03/2023
1444, widget c ,TOYS,Warehouse 3,Aisle 3,50,28.310726172465966,Supplier C,In Stock,15/01/2023
1232, gadget y ,FURNITURE,Warehouse 1,Aisle 1,50,29.99,Supplier A,In Stock,20/12/2022
1914, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,two hundred,28.310726172465966,Supplier B,In Stock,05/03/2023
1075, widget b ,FURNITURE,Warehouse 3,Aisle 4,100,29.99,Supplier A,In Stock,15/01/2023
1454, widget a ,CLOTHING,Warehouse 3,Aisle 1,100,9.99,Supplier A,Low Stock,20/12/2022
1795, gadget x ,FURNITURE,Warehouse 1,Aisle 1,150,49.99,Supplier D,In Stock,05/03/2023
1734, gadget z ,TOYS,Warehouse 3,Aisle 2,100,28.310726172465966,Supplier A,In Stock,05/03/2023
1563, gadget y ,ELECTRONICS,Warehouse 3,Aisle 4,50,28.310726172465966,Supplier B,In Stock,20/12/2022
1850, widget b ,TOYS,Warehouse 3,Aisle 2,300,49.99,Supplier D,Low Stock,15/01/2023
1366, gadget y ,TOYS,Warehouse 2,Aisle 3,100,29.99,Supplier D,In Stock,20/12/2022
1143, widget b ,CLOTHING,Warehouse 1,Aisle 3,50,28.310726172465966,Supplier A,In Stock,15/01/2023
1884, gadget x ,FURNITURE,Warehouse 1,Aisle 4,two hundred,29.99,Supplier C,Out of Stock,20/12/2022
1068, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,300,49.99,Supplier C,Low Stock,05/03/2023
1395, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,50,49.99,Supplier C,In Stock,20/12/2022
1024, widget b ,ELECTRONICS,Warehouse 1,Aisle 2,50,19.99,Supplier B,Low Stock,15/01/2023
1947, widget b ,FURNITURE,Warehouse 1,Aisle 5,100,49.99,Supplier B,Out of Stock,05/03/2023
1890, gadget z ,CLOTHING,Warehouse 2,Aisle 4,100,9.99,Supplier D,Out of Stock,25/04/2023
1468, widget c ,ELECTRONICS,Warehouse 3,Aisle 3,two hundred,9.99,Supplier B,Out of Stock,05/03/2023
1564, gadget y ,TOYS,Warehouse 3,Aisle 3,150,28.310726172465966,Supplier C,In Stock,05/03/2023
1150, widget b ,CLOTHING,Warehouse 1,Aisle 1,150,28.310726172465966,Supplier B,In Stock,25/04/2023
1143, widget c ,TOYS,Warehouse 3,Aisle 1,300,28.310726172465966,Supplier B,Low Stock,15/01/2023
1568, widget c ,CLOTHING,Warehouse 2,Aisle 1,300,49.99,Supplier A,In Stock,20/12/2022
1108, gadget x ,FURNITURE,Warehouse 1,Aisle 5,300,19.99,Supplier B,Out of Stock,25/04/2023
1041, gadget z ,FURNITURE,Warehouse 2,Aisle 5,150,49.99,Supplier A,In Stock,05/03/2023
1934, gadget y ,ELECTRONICS,Warehouse 1,Aisle 5,300,28.310726172465966,Supplier B,In Stock,25/04/2023
1397, gadget z ,ELECTRONICS,Warehouse 2,Aisle 3,100,49.99,Supplier C,Low Stock,20/12/2022
1222, gadget y ,FURNITURE,Warehouse 2,Aisle 3,100,29.99,Supplier C,Out of Stock,20/12/2022
1132, widget a ,FURNITURE,Warehouse 3,Aisle 3,50,28.310726172465966,Supplier D,Out of Stock,15/01/2023
1214, widget a ,TOYS,Warehouse 3,Aisle 2,100,19.99,Supplier D,In Stock,05/03/2023
1732, widget b ,TOYS,Warehouse 1,Aisle 1,150,19.99,Supplier B,Out of Stock,20/12/2022
1234, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,50,29.99,Supplier A,Out of Stock,20/12/2022
1842, widget a ,FURNITURE,Warehouse 1,Aisle 4,two hundred,28.310726172465966,Supplier B,Out of Stock,20/12/2022
1657, gadget x ,TOYS,Warehouse 2,Aisle 4,50,28.310726172465966,Supplier B,Out of Stock,15/01/2023
1587, widget a ,FURNITURE,Warehouse 3,Aisle 3,50,49.99,Supplier B,Out of Stock,25/04/2023
1953, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,50,49.99,Supplier B,Low Stock,05/03/2023
1491, gadget y ,ELECTRONICS,Warehouse 3,Aisle 2,300,19.99,Supplier A,In Stock,20/12/2022
1252, gadget z ,TOYS,Warehouse 1,Aisle 3,two hundred,49.99,Supplier B,In Stock,05/03/2023
1229, widget b ,CLOTHING,Warehouse 1,Aisle 2,300,9.99,Supplier D,Low Stock,05/03/2023
1518, gadget x ,CLOTHING,Warehouse 3,Aisle 4,150,29.99,Supplier A,In Stock,15/01/2023
1169, widget a ,FURNITURE,Warehouse 1,Aisle 4,300,9.99,Supplier D,In Stock,05/03/2023
1392, widget a ,FURNITURE,Warehouse 1,Aisle 5,two hundred,29.99,Supplier A,Low Stock,20/12/2022
1945, gadget y ,FURNITURE,Warehouse 1,Aisle 3,100,9.99,Supplier C,Low Stock,25/04/2023
1794, gadget z ,CLOTHING,Warehouse 3,Aisle 5,50,19.99,Supplier C,Out of Stock,05/03/2023
1164, gadget x ,CLOTHING,Warehouse 3,Aisle 5,two hundred,28.310726172465966,Supplier A,Out of Stock,05/03/2023
1421, widget c ,ELECTRONICS,Warehouse 3,Aisle 1,100,9.99,Supplier B,In Stock,20/12/2022
1364, gadget y ,ELECTRONICS,Warehouse 3,Aisle 1,300,19.99,Supplier D,Low Stock,20/12/2022
1832, widget c ,CLOTHING,Warehouse 1,Aisle 2,50,28.310726172465966,Supplier A,Low Stock,05/03/2023
1341, gadget x ,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,49.99,Supplier D,In Stock,25/04/2023
1656, gadget z ,FURNITURE,Warehouse 1,Aisle 5,50,9.99,Supplier A,Out of Stock,05/03/2023
1510, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,300,28.310726172465966,Supplier D,Low Stock,25/04/2023
1300, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,100,29.99,Supplier D,Out of Stock,20/12/2022
1131, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,49.99,Supplier A,Low Stock,25/04/2023
1414, gadget x ,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,29.99,Supplier B,Low Stock,05/03/2023
1444, gadget z ,TOYS,Warehouse 1,Aisle 2,300,49.99,Supplier B,In Stock,15/01/2023
1181, widget c ,ELECTRONICS,Warehouse 2,Aisle 1,50,29.99,Supplier A,In Stock,05/03/2023
1166, gadget y ,CLOTHING,Warehouse 2,Aisle 1,100,28.310726172465966,Supplier B,Out of Stock,25/04/2023
1713, widget b ,CLOTHING,Warehouse 3,Aisle 5,300,9.99,Supplier D,Out of Stock,15/01/2023
1857, widget c ,FURNITURE,Warehouse 3,Aisle 2,150,19.99,Supplier B,Out of Stock,15/01/2023
1530, widget b ,TOYS,Warehouse 1,Aisle 1,100,49.99,Supplier B,Low Stock,05/03/2023
1038, widget a ,FURNITURE,Warehouse 1,Aisle 2,two hundred,28.310726172465966,Supplier C,In Stock,25/04/2023
1125, widget b ,CLOTHING,Warehouse 3,Aisle 2,50,28.310726172465966,Supplier D,Out of Stock,25/04/2023
1450, widget a ,ELECTRONICS,Warehouse 2,Aisle 5,two hundred,9.99,Supplier D,Out of Stock,05/03/2023
1172, widget a ,FURNITURE,Warehouse 2,Aisle 4,300,28.310726172465966,Supplier C,Low Stock,15/01/2023
1652, widget b ,TOYS,Warehouse 2,Aisle 1,300,9.99,Supplier C,Low Stock,20/12/2022
1753, widget c ,FURNITURE,Warehouse 1,Aisle 5,two hundred,9.99,Supplier A,Low Stock,15/01/2023
1219, gadget z ,FURNITURE,Warehouse 2,Aisle 2,100,19.99,Supplier A,Low Stock,25/04/2023
1637, gadget y ,FURNITURE,Warehouse 1,Aisle 2,two hundred,28.310726172465966,Supplier B,Low Stock,15/01/2023
1475, widget a ,FURNITURE,Warehouse 2,Aisle 1,50,29.99,Supplier B,Out of Stock,15/01/2023
1455, widget a ,FURNITURE,Warehouse 3,Aisle 3,50,19.99,Supplier A,In Stock,05/03/2023
1894, gadget x ,TOYS,Warehouse 2,Aisle 4,50,9.99,Supplier B,Low Stock,05/03/2023
1360, widget b ,FURNITURE,Warehouse 1,Aisle 3,two hundred,49.99,Supplier D,Out of Stock,05/03/2023
1934, widget a ,TOYS,Warehouse 1,Aisle 3,50,49.99,Supplier B,In Stock,05/03/2023
1000, gadget y ,FURNITURE,Warehouse 1,Aisle 2,100,49.99,Supplier C,Low Stock,15/01/2023
1386, widget c ,CLOTHING,Warehouse 1,Aisle 2,50,19.99,Supplier B,Low Stock,25/04/2023
1347, widget c ,FURNITURE,Warehouse 3,Aisle 3,100,28.310726172465966,Supplier B,In Stock,20/12/2022
1189, widget b ,CLOTHING,Warehouse 2,Aisle 2,150,19.99,Supplier A,In Stock,25/04/2023
1190, gadget z ,CLOTHING,Warehouse 1,Aisle 2,two hundred,9.99,Supplier B,Low Stock,05/03/2023
1507, widget a ,ELECTRONICS,Warehouse 1,Aisle 2,two hundred,29.99,Supplier B,Out of Stock,20/12/2022
1933, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,100,9.99,Supplier D,Out of Stock,15/01/2023
1133, widget a ,CLOTHING,Warehouse 2,Aisle 4,100,9.99,Supplier D,In Stock,20/12/2022
1057, gadget x ,FURNITURE,Warehouse 3,Aisle 4,two hundred,49.99,Supplier B,In Stock,05/03/2023
1684, gadget y ,FURNITURE,Warehouse 2,Aisle 4,50,19.99,Supplier A,Out of Stock,25/04/2023
1671, widget b ,ELECTRONICS,Warehouse 3,Aisle 3,two hundred,29.99,Supplier B,Low Stock,20/12/2022
1172, widget c ,TOYS,Warehouse 1,Aisle 2,150,9.99,Supplier C,In Stock,25/04/2023
1828, widget a ,CLOTHING,Warehouse 1,Aisle 5,100,28.310726172465966,Supplier D,In Stock,25/04/2023
1148, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,100,29.99,Supplier C,In Stock,15/01/2023
1885, gadget y ,CLOTHING,Warehouse 3,Aisle 2,300,49.99,Supplier D,Out of Stock,05/03/2023
1212, widget a ,CLOTHING,Warehouse 2,Aisle 1,150,29.99,Supplier D,In Stock,05/03/2023
1763, widget a ,TOYS,Warehouse 1,Aisle 1,150,19.99,Supplier D,Out of Stock,25/04/2023
1228, widget b ,CLOTHING,Warehouse 1,Aisle 3,100,49.99,Supplier D,Out of Stock,25/04/2023
1226, widget b ,ELECTRONICS,Warehouse 1,Aisle 3,300,29.99,Supplier D,Low Stock,15/01/2023
1531, widget a ,CLOTHING,Warehouse 1,Aisle 2,two hundred,49.99,Supplier C,Low Stock,25/04/2023
1440, gadget y ,TOYS,Warehouse 1,Aisle 5,two hundred,19.99,Supplier B,In Stock,20/12/2022
1401, widget c ,CLOTHING,Warehouse 3,Aisle 4,300,49.99,Supplier B,Out of Stock,15/01/2023
1304, gadget x ,CLOTHING,Warehouse 3,Aisle 2,100,9.99,Supplier B,In Stock,25/04/2023
1142, widget c ,CLOTHING,Warehouse 3,Aisle 2,100,28.310726172465966,Supplier B,Low Stock,20/12/2022
1512, widget b ,ELECTRONICS,Warehouse 3,Aisle 3,150,49.99,Supplier A,Low Stock,05/03/2023
1372, widget b ,ELECTRONICS,Warehouse 2,Aisle 3,300,49.99,Supplier C,Out of Stock,20/12/2022
1565, gadget z ,FURNITURE,Warehouse 3,Aisle 5,100,19.99,Supplier C,In Stock,15/01/2023
1885, gadget y ,ELECTRONICS,Warehouse 3,Aisle 3,50,49.99,Supplier B,In Stock,15/01/2023
1470, gadget x ,FURNITURE,Warehouse 2,Aisle 1,50,29.99,Supplier D,Out of Stock,05/03/2023
1952, gadget y ,FURNITURE,Warehouse 1,Aisle 5,two hundred,49.99,Supplier B,Low Stock,15/01/2023
1970, gadget y ,CLOTHING,Warehouse 1,Aisle 4,150,19.99,Supplier C,In Stock,15/01/2023
1329, widget b ,CLOTHING,Warehouse 1,Aisle 1,50,9.99,Supplier C,Out of Stock,15/01/2023
1783, gadget z ,ELECTRONICS,Warehouse 1,Aisle 4,50,19.99,Supplier C,Out of Stock,20/12/2022
1967, gadget y ,CLOTHING,Warehouse 1,Aisle 1,two hundred,29.99,Supplier D,Low Stock,20/12/2022
1357, widget c ,CLOTHING,Warehouse 1,Aisle 1,two hundred,49.99,Supplier A,Low Stock,05/03/2023
1667, widget b ,FURNITURE,Warehouse 3,Aisle 1,100,28.310726172465966,Supplier B,In Stock,15/01/2023
1372, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,50,49.99,Supplier C,Low Stock,25/04/2023
1007, gadget y ,FURNITURE,Warehouse 1,Aisle 4,150,9.99,Supplier A,Low Stock,25/04/2023
1121, gadget y ,CLOTHING,Warehouse 1,Aisle 1,150,19.99,Supplier A,In Stock,05/03/2023
1347, widget a ,ELECTRONICS,Warehouse 3,Aisle 5,two hundred,29.99,Supplier B,Out of Stock,15/01/2023
1675, gadget z ,TOYS,Warehouse 2,Aisle 2,150,29.99,Supplier D,In Stock,05/03/2023
1647, gadget x ,ELECTRONICS,Warehouse 2,Aisle 2,150,49.99,Supplier C,Out of Stock,20/12/2022
1697, widget a ,FURNITURE,Warehouse 1,Aisle 2,50,19.99,Supplier B,Low Stock,15/01/2023
1177, widget c ,ELECTRONICS,Warehouse 3,Aisle 2,300,49.99,Supplier B,In Stock,15/01/2023
1539, widget a ,FURNITURE,Warehouse 1,Aisle 3,150,19.99,Supplier B,In Stock,25/04/2023
1731, gadget y ,TOYS,Warehouse 3,Aisle 4,150,29.99,Supplier B,Out of Stock,05/03/2023
1868, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,100,19.99,Supplier B,Out of Stock,25/04/2023
1040, gadget y ,ELECTRONICS,Warehouse 2,Aisle 5,50,28.310726172465966,Supplier D,Out of Stock,20/12/2022
1739, widget a ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,19.99,Supplier D,Low Stock,25/04/2023
1703, gadget y ,TOYS,Warehouse 2,Aisle 4,100,28.310726172465966,Supplier A,In Stock,15/01/2023
1501, gadget x ,CLOTHING,Warehouse 3,Aisle 5,50,28.310726172465966,Supplier D,In Stock,15/01/2023
1958, widget c ,FURNITURE,Warehouse 2,Aisle 3,300,29.99,Supplier A,Out of Stock,20/12/2022
1144, gadget z ,TOYS,Warehouse 1,Aisle 1,50,49.99,Supplier B,In Stock,25/04/2023
1460, gadget y ,TOYS,Warehouse 1,Aisle 4,two hundred,28.310726172465966,Supplier C,In Stock,25/04/2023
1731, widget b ,FURNITURE,Warehouse 2,Aisle 1,150,9.99,Supplier B,Out of Stock,25/04/2023
1751, widget a ,TOYS,Warehouse 3,Aisle 3,50,29.99,Supplier B,In Stock,25/04/2023
1924, widget c ,FURNITURE,Warehouse 3,Aisle 1,150,9.99,Supplier B,In Stock,15/01/2023
1908, widget b ,TOYS,Warehouse 1,Aisle 1,150,29.99,Supplier D,In Stock,20/12/2022
1557, widget b ,TOYS,Warehouse 3,Aisle 2,300,28.310726172465966,Supplier A,Out of Stock,05/03/2023
1252, gadget y ,CLOTHING,Warehouse 3,Aisle 4,two hundred,28.310726172465966,Supplier A,In Stock,05/03/2023
1389, gadget z ,ELECTRONICS,Warehouse 1,Aisle 5,300,29.99,Supplier D,Low Stock,15/01/2023
1593, widget b ,CLOTHING,Warehouse 1,Aisle 1,100,28.310726172465966,Supplier A,Out of Stock,25/04/2023
1882, gadget x ,FURNITURE,Warehouse 2,Aisle 5,two hundred,9.99,Supplier D,Out of Stock,05/03/2023
1255, widget b ,CLOTHING,Warehouse 2,Aisle 4,150,9.99,Supplier B,In Stock,25/04/2023
1708, gadget z ,TOYS,Warehouse 3,Aisle 1,two hundred,28.310726172465966,Supplier C,Low Stock,05/03/2023
1920, gadget y ,FURNITURE,Warehouse 1,Aisle 5,100,29.99,Supplier A,Out of Stock,15/01/2023
1009, widget b ,FURNITURE,Warehouse 2,Aisle 2,100,28.310726172465966,Supplier C,In Stock,15/01/2023
1823, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,300,19.99,Supplier B,In Stock,20/12/2022
1797, gadget z ,TOYS,Warehouse 3,Aisle 5,150,9.99,Supplier C,Low Stock,05/03/2023
1241, widget c ,FURNITURE,Warehouse 2,Aisle 2,100,49.99,Supplier C,Low Stock,20/12/2022
1250, widget a ,CLOTHING,Warehouse 1,Aisle 3,100,49.99,Supplier B,Out of Stock,20/12/2022
